step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
419,697024,26816,0.10605554162912084,0.96875,0.96875,0.14951729126064112,0.796875,0.796875,,
420,698112,26880,0.15055034303211412,0.96875,0.96875,,,,,
421,699712,26944,0.12165998789727155,0.859375,0.859375,,,,,
422,701312,27008,0.1157476032465581,0.921875,0.921875,,,,,
423,702912,27072,0.1022272298513182,0.953125,0.953125,,,,,
424,704512,27136,0.09870526144265267,1.0,1.0,,,,,
425,706112,27200,0.09007620670474809,0.9375,0.9375,,,,,
426,707712,27264,0.11198806996064453,0.96875,0.96875,,,,,
427,709312,27328,0.10516546739569321,0.953125,0.953125,,,,,
428,710400,27392,0.1519510648255363,0.90625,0.90625,,,,,
429,712000,27456,0.0964313524015703,0.9375,0.9375,,,,,
430,714112,27520,0.06714071699036595,1.0,1.0,,,,,
431,715712,27584,0.1035282184649759,1.0,1.0,,,,,
432,716800,27648,0.12383573158192578,1.0,1.0,,,,,
433,719424,27712,0.06588285583447032,0.984375,0.984375,,,,0.8721480965614319,0.8727497675524877
434,721024,27776,0.0858626539509108,1.0,1.0,0.16694482290842816,0.859375,0.859375,,
435,722624,27840,0.09916800949088156,1.0,1.0,,,,,
436,724224,27904,0.09809398187251571,0.96875,0.96875,,,,,
437,725824,27968,0.09144197102442604,0.984375,0.984375,,,,,
438,727424,28032,0.09219178214437988,0.984375,0.984375,,,,,
439,729024,28096,0.09809542096114872,1.0,1.0,,,,,
440,730624,28160,0.08727007346701993,1.0,1.0,,,,,
441,732224,28224,0.09904042286048026,0.953125,0.953125,,,,,
442,733824,28288,0.08971066742262794,0.984375,0.984375,,,,,
443,735424,28352,0.1054599981911603,0.96875,0.96875,,,,,
444,737536,28416,0.07600500841675172,0.953125,0.953125,,,,,
445,739136,28480,0.09132815544228758,0.984375,0.984375,,,,,
446,741248,28544,0.07781398263923335,0.984375,0.984375,,,,,
447,742848,28608,0.11041341191359683,0.96875,0.96875,,,,,
448,744448,28672,0.09399616199754633,0.984375,0.984375,,,,,
449,746048,28736,0.0878294470603483,1.0,1.0,0.11701259239100825,0.859375,0.859375,,
450,747648,28800,0.09402277114638763,0.953125,0.953125,,,,,
451,749248,28864,0.09301447594885609,0.953125,0.953125,,,,,
452,750848,28928,0.10272123483340466,0.96875,0.96875,,,,,
453,752448,28992,0.09587361996937223,1.0,1.0,,,,,
454,754560,29056,0.07717087118502093,0.953125,0.953125,,,,,
455,756672,29120,0.06936082169788947,0.984375,0.984375,,,,,
456,758272,29184,0.09590455900236823,0.953125,0.953125,,,,,
457,759872,29248,0.10117482126283904,0.984375,0.984375,,,,,
458,761984,29312,0.08229430173309425,0.953125,0.953125,,,,,
459,763584,29376,0.08580083280998375,1.0,1.0,,,,,
460,765184,29440,0.09763952857079707,0.96875,0.96875,,,,,
461,766784,29504,0.09935746934343115,0.984375,0.984375,,,,,
462,768384,29568,0.09534153431375597,0.953125,0.953125,,,,,
463,769984,29632,0.08777339302796844,1.0,1.0,,,,,
464,771584,29696,0.1043216953292093,1.0,1.0,0.08694138165103311,0.890625,0.890625,,
465,773184,29760,0.10297033123399046,1.0,1.0,,,,,
466,774784,29824,0.09620342929991164,0.984375,0.984375,,,,,
467,776384,29888,0.09204333238114752,1.0,1.0,,,,,
468,777984,29952,0.09086727375512661,0.96875,0.96875,,,,,
469,779584,30016,0.08827253282474885,1.0,1.0,,,,,
470,781184,30080,0.09996598736124347,0.96875,0.96875,,,,,
471,783296,30144,0.07368383619796647,0.984375,0.984375,,,,,
472,784896,30208,0.09704752563737129,0.96875,0.96875,,,,,
473,786496,30272,0.08452458976840944,1.0,1.0,,,,,
474,788096,30336,0.10192896658326543,0.984375,0.984375,,,,,
475,789696,30400,0.08758992867245374,0.984375,0.984375,,,,,
476,790784,30464,0.12840340880454734,1.0,1.0,,,,,
477,792384,30528,0.09856371106629164,0.984375,0.984375,,,,,
478,793984,30592,0.1040045628783749,0.984375,0.984375,,,,,
479,795072,30656,0.131652549989235,0.984375,0.984375,0.11561882588611827,0.921875,0.921875,,
480,796672,30720,0.09131771167930841,1.0,1.0,,,,,
481,798272,30784,0.0941213971036518,0.984375,0.984375,,,,,
482,799872,30848,0.09851584440721127,1.0,1.0,,,,,
483,801472,30912,0.09233807410417588,1.0,1.0,,,,,
484,803584,30976,0.07451038189710886,0.984375,0.984375,,,,,
485,805184,31040,0.10422793605640285,0.96875,0.96875,,,,,
486,806784,31104,0.1028882106704297,1.0,1.0,,,,,
487,808384,31168,0.09640549112162566,1.0,1.0,,,,,
488,809984,31232,0.09389471585839525,0.96875,0.96875,,,,,
489,811584,31296,0.09816903179965569,0.984375,0.984375,,,,,
490,813184,31360,0.08600544898604123,1.0,1.0,,,,,
491,814784,31424,0.09655678491000402,1.0,1.0,,,,,
492,816384,31488,0.09931003934007097,1.0,1.0,,,,,
493,818496,31552,0.07904539872627653,0.96875,0.96875,,,,,
494,820096,31616,0.09077201574256528,1.0,1.0,0.11604983248751446,0.921875,0.921875,,
495,821184,31680,0.13438872077338146,1.0,1.0,,,,,
496,822784,31744,0.09524803730137138,0.984375,0.984375,,,,,
497,824384,31808,0.08603483423136142,1.0,1.0,,,,,
498,825984,31872,0.09429649742404916,0.984375,0.984375,,,,,
499,827584,31936,0.09911281428377,0.953125,0.953125,,,,,
500,829184,32000,0.09511224105026485,0.953125,0.953125,,,,,
501,830784,32064,0.09117609856418389,0.984375,0.984375,,,,,
502,831872,32128,0.14348768930614142,0.96875,0.96875,,,,,
503,833472,32192,0.09766076800895386,1.0,1.0,,,,,
504,835072,32256,0.1045984400148029,1.0,1.0,,,,,
505,836672,32320,0.08229813804548484,1.0,1.0,,,,,
506,838272,32384,0.10115364395365987,0.984375,0.984375,,,,,
507,839872,32448,0.10214490056252999,0.953125,0.953125,,,,,
508,841472,32512,0.08706802902178196,1.0,1.0,,,,,
509,843584,32576,0.0737722009925079,0.984375,0.984375,0.1169855827892396,0.828125,0.828125,,
510,845696,32640,0.06803491952057926,0.96875,0.96875,,,,,
511,847296,32704,0.09239423466094648,0.984375,0.984375,,,,,
512,849408,32768,0.07815980334846699,0.9375,0.9375,,,,,
513,851520,32832,0.06846034729539668,1.0,1.0,,,,,
514,853120,32896,0.1040629785783286,0.96875,0.96875,,,,,
515,855232,32960,0.07034420550907328,0.984375,0.984375,,,,,
516,856832,33024,0.09486373963770424,0.96875,0.96875,,,,,
517,858432,33088,0.09788711644611871,1.0,1.0,,,,,
518,860544,33152,0.06752077985229903,1.0,1.0,,,,,
519,862656,33216,0.07690956982063996,0.984375,0.984375,,,,,
520,863744,33280,0.14155191803537834,0.96875,0.96875,,,,,
521,865344,33344,0.10400667493289766,0.96875,0.96875,,,,,
522,866944,33408,0.09167555561182326,1.0,1.0,,,,,
523,869056,33472,0.07071860714702326,0.953125,0.953125,,,,,
524,870144,33536,0.1332578737116478,1.0,1.0,0.1256135584227479,0.875,0.875,,
525,871744,33600,0.0804749194020379,1.0,1.0,,,,,
526,873344,33664,0.09943537676041765,0.96875,0.96875,,,,,
527,874944,33728,0.10162075849777541,0.953125,0.953125,,,,,
528,876544,33792,0.09144484842850793,1.0,1.0,,,,,
529,878144,33856,0.0998919539932937,0.96875,0.96875,,,,,
530,879744,33920,0.08962267609594128,1.0,1.0,,,,,
531,881344,33984,0.09119905738390721,0.984375,0.984375,,,,,
532,882944,34048,0.08764094414677098,1.0,1.0,,,,,
533,884544,34112,0.09432564402229675,0.96875,0.96875,,,,,
534,886656,34176,0.07620086750725931,0.984375,0.984375,,,,,
535,888256,34240,0.08963137110149925,1.0,1.0,,,,,
536,889856,34304,0.0930795935621025,0.984375,0.984375,,,,,
537,891456,34368,0.09959409744261243,1.0,1.0,,,,,
538,893568,34432,0.0739964977922483,0.984375,0.984375,,,,,
539,895168,34496,0.0967880824162118,0.9375,0.9375,0.12951285031507875,0.859375,0.859375,,
540,896768,34560,0.10431978208404806,1.0,1.0,,,,,
541,898368,34624,0.09142961541432064,0.984375,0.984375,,,,,
542,899968,34688,0.0965232701571324,0.96875,0.96875,,,,,
543,901568,34752,0.08969432961468253,0.96875,0.96875,,,,,
544,903168,34816,0.09070770019678016,1.0,1.0,,,,,
545,904768,34880,0.09722655539094376,0.96875,0.96875,,,,,
546,906368,34944,0.09304326421035969,0.984375,0.984375,,,,,
547,907968,35008,0.10110304024931338,0.984375,0.984375,,,,,
548,909568,35072,0.0918870607286408,0.984375,0.984375,,,,,
549,910656,35136,0.15665518574403448,0.953125,0.953125,,,,,
550,912256,35200,0.08666752000516642,0.984375,0.984375,,,,,
551,913344,35264,0.13943917070016595,0.984375,0.984375,,,,,
552,914944,35328,0.08579246825218738,1.0,1.0,,,,,
553,918080,35392,0.05249938559469836,0.984375,0.984375,,,,,
554,919680,35456,0.10649980075770792,0.984375,0.984375,0.09567524936909422,0.859375,0.859375,,
555,921280,35520,0.09256448123473245,0.984375,0.984375,,,,,
556,922880,35584,0.09558508410700599,0.96875,0.96875,,,,,
557,924480,35648,0.09451884201599418,1.0,1.0,,,,,
558,926080,35712,0.09999899524354987,0.96875,0.96875,,,,,
559,927680,35776,0.08594260048969697,0.96875,0.96875,,,,,
560,929280,35840,0.08732189326492895,1.0,1.0,,,,,
561,930880,35904,0.09172419144827205,1.0,1.0,,,,,
562,932480,35968,0.09449476060211925,1.0,1.0,,,,,
563,934080,36032,0.08824707217158145,1.0,1.0,,,,,
564,935680,36096,0.09903883970028649,0.96875,0.96875,,,,,
565,937280,36160,0.10065315674005054,0.984375,0.984375,,,,,
566,938880,36224,0.0944965888527501,1.0,1.0,,,,,
567,940480,36288,0.09001755296732955,0.96875,0.96875,,,,,
568,942080,36352,0.09867660108905056,0.96875,0.96875,,,,,
569,943680,36416,0.09601225897696018,0.984375,0.984375,0.15738210197192756,0.78125,0.78125,,
570,945792,36480,0.06645864668646483,0.984375,0.984375,,,,,
571,947392,36544,0.09308404511464612,0.953125,0.953125,,,,,
572,948992,36608,0.08611058176062064,0.984375,0.984375,,,,,
573,951104,36672,0.07500972390550374,1.0,1.0,,,,,
574,952704,36736,0.08967756930421729,1.0,1.0,,,,0.8695651888847351,0.8697785293261849

